X,Y,OBJECTID,Station,Class,Count_,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Min_Date,Lat_DD,Long_DD,Grow_Area,GlobalID
418160.4706,4844727.5217,658,WJ068.50,A,30,3.2,0.39,58,10.5,31,163,2018/04/09 00:00:00+00,43.75108,-70.01653,WJ,9adbea39-5499-4c9d-8f2e-3ebc82aec27d
418117.5823,4843660.5659,659,WJ070.00,A,30,3.3,0.38,32,10.3,31,163,2018/04/09 00:00:00+00,43.74147,-70.0169,WJ,da4fcd90-72eb-4504-a3da-dbd1f3b5f9d8
419307.9473,4844332.5365,660,WK002.00,A,30,1.9,0.05,4,2.3,31,163,2018/04/11 00:00:00+00,43.74765,-70.00222,WK,ed110168-cd84-4383-9552-7deeb7324f19
419642.2566,4845479.288,661,WK004.00,A,30,2,0.11,6,2.9,31,163,2018/04/11 00:00:00+00,43.75801,-69.99824,WK,6e9612aa-bc81-4aa0-a5bc-cf7a91f568a4
418818.3714,4845524.8132,662,WK005.50,A,30,2.3,0.28,36,5.5,31,163,2018/04/11 00:00:00+00,43.75833,-70.00848,WK,7ac2187b-991c-47ad-9943-b1333cfcb63e
420158.2904,4847290.3563,663,WK007.00,A,30,2.1,0.2,18,3.9,31,163,2018/04/11 00:00:00+00,43.77437,-69.9921,WK,dc921f79-60eb-44f1-8804-410835aa8a85
420671.1072,4848718.2747,664,WK007.10,P,30,4.3,0.51,136,20.1,31,163,2018/04/11 00:00:00+00,43.78728,-69.98594,WK,f7a8306c-29c4-4493-bf81-2054a0a7742f
421489.0878,4849297.3068,665,WK008.00,A,30,2.7,0.26,12,6,31,163,2018/04/11 00:00:00+00,43.79258,-69.97586,WK,b8e79e92-a43b-4900-ab3a-5cee1ba45775
421531.563,4850853.0369,666,WK009.00,A,30,3,0.41,94,10.6,31,163,2018/04/11 00:00:00+00,43.80659,-69.97556,WK,02f8fb6a-af7c-49cc-846b-03ce07fc0c62
421803.14,4850140.0403,667,WK010.00,A,30,2.3,0.26,20,5.1,31,163,2018/04/11 00:00:00+00,43.8002,-69.97208,WK,b51562ca-c01f-41b2-b5f1-fb395ff73e60
422788.0065,4851605.9058,668,WK011.00,A,30,3.7,0.45,128,14.1,31,163,2018/04/11 00:00:00+00,43.8135,-69.96005,WK,9c4d4d14-dccc-4a1d-9f92-60cbeaae6d83
422705.7459,4850201.7029,669,WK012.00,A,30,2.2,0.22,22,4.4,31,163,2018/04/11 00:00:00+00,43.80085,-69.96087,WK,d6eb56fe-f100-4e49-8f08-e0277fab10bd
423325.2355,4852087.3342,670,WK013.10,A,30,2.1,0.18,16,3.7,31,163,2018/04/11 00:00:00+00,43.81789,-69.95344,WK,eeacf630-f528-4790-84fd-aa0b1a1fd54a
423783.2323,4853451.6837,671,WK013.20,A,30,2.4,0.26,20,5.3,31,163,2018/04/11 00:00:00+00,43.83022,-69.94794,WK,4bb23140-df01-4f4a-ab3d-a4b62dae8215
423457.7489,4853887.522,672,WK013.30,R,30,3.5,0.65,1700,24.4,31,163,2018/04/11 00:00:00+00,43.83411,-69.95205,WK,b96d688c-e5e6-4e67-bd7c-29dce894e5f1
424297.1465,4855929.5572,673,WK014.00,A,30,4.1,0.47,72,16.8,31,163,2017/09/25 00:00:00+00,43.85258,-69.9419,WK,72884f91-f329-4255-9eec-6e1211473895
424703.2425,4856936.8817,674,WK014.10,A,30,5.7,0.62,180,36,31,163,2017/09/25 00:00:00+00,43.86169,-69.93699,WK,83cb9612-69fc-4ed6-8ef5-5a8c3217e614
424900.4244,4855396.1955,675,WK014.30,A,30,2.5,0.33,89,6.6,31,163,2017/09/25 00:00:00+00,43.84784,-69.93432,WK,06e63401-dd6f-48e6-a6e3-c54223ebf082
424577.3828,4854556.7584,676,WK014.40,A,30,2.2,0.18,10,3.9,31,163,2017/09/25 00:00:00+00,43.84025,-69.93822,WK,6cb48b86-4f76-4235-a2c9-ad0253cd6a89
425456.4707,4853868.1511,677,WK015.10,A,30,2.4,0.26,27,5.3,31,163,2018/04/04 00:00:00+00,43.83414,-69.92719,WK,ae688209-b5e3-4a39-b3c5-0784333dc646
424914.2094,4852985.6173,678,WK016.50,A,30,2.1,0.14,8,3.2,31,163,2019/03/27 00:00:00+00,43.82614,-69.93381,WK,aeefe6cf-4cc7-4d92-9378-8294a843c283
425099.1803,4851128.5141,679,WK017.00,A,30,2.6,0.36,90,7.7,31,163,2019/08/21 00:00:00+00,43.80944,-69.93125,WK,c4de64cc-a75d-4860-b66f-d674874cd504
425671.3738,4855685.223,680,WK018.00,A,30,2.8,0.35,40,7.8,31,163,2017/09/25 00:00:00+00,43.85052,-69.92477,WK,a0bc8bc1-12e2-4bba-a5b3-3cf2e1abd190
426134.2494,4856395.4132,681,WK018.10,A,30,2.7,0.3,24,6.6,31,163,2017/09/25 00:00:00+00,43.85696,-69.91911,WK,1a3fb8f6-80b6-4e24-8a55-811399e498c9
424117.2718,4851576.1767,682,WK019.80,A,30,3,0.44,72,11,31,163,2018/04/11 00:00:00+00,43.81337,-69.94352,WK,68be1f3b-1a1f-4500-9e6b-a63cb37e3edc
423955.4433,4849590.8186,683,WK022.00,P,30,2.1,0.15,10,3.4,31,163,2018/04/11 00:00:00+00,43.79548,-69.94525,WK,fbad75ef-94c8-4daf-b851-e7cd9e623e07
423158.1066,4848058.193,684,WK023.00,A,30,2.6,0.27,20,5.8,31,163,2019/05/01 00:00:00+00,43.7816,-69.95494,WK,f9dbbc2a-2894-4de9-ab2e-8ae7c3b05152
422336.7745,4848503.1472,685,WK023.10,A,30,2.3,0.22,18,4.4,31,163,2018/05/02 00:00:00+00,43.78552,-69.96521,WK,a4e6c8e5-5d8d-43f5-8cb1-1a8cfa8d913b
422932.6733,4849232.682,686,WK023.20,A,30,2.2,0.17,8,3.6,31,163,2018/05/02 00:00:00+00,43.79215,-69.95791,WK,789356bc-fb91-47e0-9ed9-4bfe6005bcb9
422182.191,4847256.4194,687,WK024.00,A,30,2.4,0.29,60,5.7,31,163,2019/06/11 00:00:00+00,43.77428,-69.96695,WK,76dc1e1f-a71a-45f7-9da0-a3dff109c9d9
421182.8187,4845988.5276,688,WK025.00,A,30,2.6,0.27,24,5.8,31,163,2019/10/07 00:00:00+00,43.76276,-69.97918,WK,3ace8d7d-d47b-477d-bf62-67f260356eec
423174.8789,4847209.3569,689,WK042.00,P,30,2,0.12,7.3,2.9,31,163,2018/05/01 00:00:00+00,43.77396,-69.95461,WK,17b03c5a-3502-4cf2-a186-167d5bb9f14e
424180.283,4849339.4384,690,WK044.00,A,30,2.2,0.21,25.5,4.2,31,163,2018/05/01 00:00:00+00,43.79324,-69.94242,WK,2b0374d2-40c0-4d1e-a9a9-33d2364780fb
423965.462,4848283.3066,691,WK044.50,A,30,2.2,0.22,14,4.4,31,163,2018/05/01 00:00:00+00,43.78371,-69.94494,WK,aa2d343a-593a-475e-b400-356494bf90a9
424108.5336,4847278.6361,692,WK048.00,A,30,3.4,0.33,43.6,9.2,31,163,2018/05/01 00:00:00+00,43.77468,-69.94302,WK,4ca80eac-5c94-40c3-8cb5-33fd84aa5a8e
424767.4267,4847751.0234,693,WK052.00,A,30,2,0.1,6,2.7,31,163,2018/05/01 00:00:00+00,43.779,-69.9349,WK,56539955-aabc-4bf5-bb2f-84203bd371d1
424758.5684,4848961.8778,694,WK052.10,P,30,3.8,0.61,620,23.7,31,163,2018/05/01 00:00:00+00,43.7899,-69.93518,WK,e074c47c-129b-4708-af87-8e6729b37f3a
424867.4724,4849342.7586,695,WK052.80,A,30,3.2,0.39,65.5,10.5,31,163,2018/05/01 00:00:00+00,43.79334,-69.93388,WK,f47a81c5-7325-4db7-bf25-18ea5299f3df
425272.0589,4849473.7223,696,WK052.90,A,30,2.3,0.25,16,4.9,31,163,2018/05/01 00:00:00+00,43.79456,-69.92887,WK,68fa127a-db59-46de-b2fe-0e5c8d340455
424900.4389,4850125.4907,697,WK053.00,A,30,3.6,0.54,620,18.4,31,163,2018/09/17 00:00:00+00,43.80039,-69.93358,WK,e5800104-87da-41ae-a97b-6ffbbb7e6a0c
425090.3595,4850702.071,698,WK053.50,A,30,3.6,0.57,840,19.8,31,163,2018/09/17 00:00:00+00,43.8056,-69.9313,WK,6dd5475f-11f3-4e25-81e8-91d4ce03be50
425874.8168,4851145.3793,699,WK054.50,P,30,2.3,0.3,32.7,5.8,31,163,2018/05/01 00:00:00+00,43.80967,-69.92161,WK,0787852c-5dcb-4837-a0d2-009049ed78e7
426358.5052,4853492.6527,700,WK055.00,CA,30,2.5,0.34,122,6.9,31,163,2015/12/01 00:00:00+00,43.83085,-69.91592,WK,ace0d281-d3ca-4c9c-bd4a-d78e1b2be116
426574.5223,4854048.9902,701,WK056.00,CA,30,2.1,0.18,15,3.6,31,163,2015/04/28 00:00:00+00,43.83588,-69.91331,WK,6baec9d9-dedc-46bf-a406-375b0508176f
426484.59,4852750.3638,702,WK057.00,A,30,2.3,0.27,46,5.3,31,163,2018/09/17 00:00:00+00,43.82418,-69.91425,WK,d6ed3de1-aca0-4785-88a0-7823031da530
426706.7584,4853061.1538,703,WK058.00,A,30,2.8,0.28,20,6.5,31,163,2018/09/17 00:00:00+00,43.827,-69.91153,WK,d05f27a7-4552-4976-9112-350377a96be5
427286.8132,4853304.7143,704,WK059.20,A,30,3,0.33,27,8.1,31,163,2018/10/10 00:00:00+00,43.82925,-69.90435,WK,a4b5afe7-5730-4165-98d6-74a2a8a5eecd
427398.7445,4853097.9969,705,WK061.00,A,30,3,0.37,36.4,9.2,31,163,2018/09/17 00:00:00+00,43.8274,-69.90293,WK,deb735e5-e015-484f-9cc0-97c77769175b
427498.4558,4852654.8184,706,WK063.00,A,30,2.1,0.17,8,3.6,31,163,2018/09/17 00:00:00+00,43.82342,-69.90163,WK,e972a303-a4ca-4b50-8dd0-e2b3de0c69e1
427675.3228,4851835.3595,707,WK063.20,A,30,2.2,0.32,112,5.9,31,163,2018/05/01 00:00:00+00,43.81606,-69.89932,WK,f8517b3a-156f-4e59-9656-4f35180f6951
427020.4276,4850938.3337,708,WK064.10,A,30,2.5,0.36,88,7.4,31,163,2018/05/01 00:00:00+00,43.80792,-69.90734,WK,226920e1-5158-484d-8f00-d97a8bbeda50
426405.1818,4849932.0748,709,WK065.00,A,30,4.3,0.6,320,25.6,31,163,2018/04/03 00:00:00+00,43.7988,-69.91485,WK,e487266a-ee76-42b7-837d-bcae252bc7e4
427147.113,4850018.3322,710,WK066.00,CA,30,3.3,0.54,520,16.6,31,163,2016/05/10 00:00:00+00,43.79965,-69.90564,WK,52bb08eb-f19b-4558-a8d5-8716ea2230ae
427807.639,4849128.0724,711,WK067.00,CA,30,2.1,0.19,18,3.8,31,163,2016/05/10 00:00:00+00,43.7917,-69.89731,WK,afc7f314-fc51-46b0-ab06-476f0595d0d5
428042.3415,4848732.3192,712,WK068.00,CA,30,3.2,0.59,1360,18.9,31,163,2016/04/05 00:00:00+00,43.78816,-69.89434,WK,59d1299b-7236-4342-aa6e-c34cc4c11454
427759.7396,4848421.0293,713,WK068.10,A,30,3.4,0.53,126,16.3,31,163,2017/09/25 00:00:00+00,43.78533,-69.89781,WK,c65a9f2a-4d12-4a1b-9a41-a64ab074fd41
428496.6118,4850345.8219,714,WL005.00,P,30,2.6,0.29,24,6.2,31,163,2017/09/25 00:00:00+00,43.80273,-69.88891,WL,f256abee-5a13-41c3-8b12-7dc80ba3c927
428763.0696,4851940.2581,715,WL006.00,A,30,3,0.36,62,8.8,31,163,2017/09/25 00:00:00+00,43.81711,-69.88581,WL,b1f6da91-e9a2-4028-965f-fd47ffc97897
429130.3777,4851538.6793,716,WL007.00,P,30,2.7,0.32,33,7.1,31,163,2018/05/07 00:00:00+00,43.81353,-69.88119,WL,14b1bbdb-a210-4a2d-a41e-f1ad74a905c9
428634.8976,4853187.9228,717,WL010.00,A,30,2.6,0.29,20,6.3,31,163,2017/09/25 00:00:00+00,43.82833,-69.88757,WL,ce1a4338-3245-422a-8fbb-c73714ea9b09
428858.3684,4854608.436,718,WL011.00,P,30,3.1,0.4,66,10.4,31,163,2017/09/25 00:00:00+00,43.84114,-69.88498,WL,70c0655a-67bd-448e-a845-1d2898e9fbd3
428364.5908,4854297.1649,719,WL012.00,A,30,3.9,0.44,98.2,14.5,31,163,2019/10/09 00:00:00+00,43.83829,-69.89108,WL,59106e09-ef27-45bc-9d51-1608420ffe7e
428350.3981,4856262.2923,720,WL014.00,A,30,4.5,0.54,104,22.9,31,163,2019/09/23 00:00:00+00,43.85598,-69.89152,WL,8fb81202-9a19-4aa1-a681-3cf78549b8e2
427855.1937,4856403.1658,721,WL015.00,A,30,3,0.37,34,9.3,31,163,2019/05/01 00:00:00+00,43.8572,-69.8977,WL,64649e5d-a1fb-4444-b5ff-0b35bf762f8a
426634.409,4856196.5949,722,WL018.00,A,30,3.5,0.36,24,10.1,31,163,2019/08/27 00:00:00+00,43.85522,-69.91286,WL,8f4d1ed5-97ce-4d35-8ae2-29458a116e7d
426493.1331,4856359.2208,723,WL019.00,CA,30,3.4,0.44,34.5,12.8,31,163,2017/11/06 00:00:00+00,43.85667,-69.91464,WL,868d8a96-05bf-4787-b4b6-373a1d5e200a
426374.1513,4855486.3452,724,WL020.00,CA,30,4.3,0.64,340,29,31,163,2017/11/06 00:00:00+00,43.8488,-69.916,WL,69f241f1-b0a3-40e4-8390-190109bc6321
426033.9134,4854601.4897,725,WL020.50,CA,30,4.5,0.59,120,26.2,31,163,2017/11/06 00:00:00+00,43.8408,-69.92011,WL,8f0c3fb1-8cd4-4991-89c3-710ecfcd1dd0
426469.2325,4857322.5423,726,WL021.00,A,30,3.4,0.38,44,10.7,31,163,2017/09/25 00:00:00+00,43.86534,-69.91507,WL,211d7e68-c0bc-49e4-91a3-7d20f02cbb0b
426565.4737,4857813.5593,727,WL022.50,A,30,3.8,0.44,51,14.2,31,163,2017/09/25 00:00:00+00,43.86977,-69.91394,WL,919d58f7-2e66-42e4-895b-4153abbf2946
426598.5796,4856591.3214,728,WL023.00,A,30,2.2,0.19,11,4,31,163,2017/09/25 00:00:00+00,43.85877,-69.91336,WL,00ead726-494b-4fdb-8579-b355a56ecbbd
426873.1835,4857442.4922,729,WL025.00,A,30,3.3,0.35,46,9.4,31,163,2017/09/25 00:00:00+00,43.86646,-69.91006,WL,82d3c529-4b7d-48b0-b51f-27349a6f81c5
426926.0754,4858159.4822,730,WL026.00,A,30,3.6,0.33,28,9.8,31,163,2017/09/25 00:00:00+00,43.87292,-69.9095,WL,549db750-9e8f-4ddb-8ee4-1a0da08d5bd5
427559.8675,4857698.2259,731,WL028.00,A,30,2.4,0.21,10,4.6,31,163,2017/09/25 00:00:00+00,43.86883,-69.90155,WL,d44405eb-6732-4ea4-9c07-12b2df2efb75
428109.792,4859355.1031,732,WL030.00,A,30,2.6,0.27,25,6,31,163,2017/09/25 00:00:00+00,43.8838,-69.89493,WL,ed99b45f-7392-45e3-9d49-a24c21547ede
428353.5052,4860423.271,733,WL031.00,A,30,3.2,0.36,35,9.6,31,163,2017/09/25 00:00:00+00,43.89344,-69.89204,WL,98217079-e504-4365-9544-7415402d6021
428790.8068,4859854.2835,734,WL033.00,A,30,3.2,0.32,20,8.3,31,163,2017/09/25 00:00:00+00,43.88836,-69.88652,WL,daab7e93-5029-4129-8041-b36245b388ed
429388.7569,4860785.4009,735,WL034.50,P,30,2.4,0.2,10,4.4,31,163,2017/09/25 00:00:00+00,43.8968,-69.8792,WL,441ee76c-34ce-4a10-be98-0f42263fb074
429983.2072,4861933.2104,736,WL035.00,CA,30,2.2,0.19,18.2,3.9,31,163,2015/01/21 00:00:00+00,43.90719,-69.87195,WL,755d1456-cd67-42e1-a96b-69296d35ec0a
430177.7059,4862405.467,737,WL036.10,CA,30,2.3,0.27,31,5.2,31,163,2015/04/27 00:00:00+00,43.91146,-69.86959,WL,9677cd2c-43f9-4f71-a30d-93fdc63f1417
430497.8474,4863222.9771,738,WL036.70,A,30,2.6,0.34,36,7.2,31,163,2017/09/25 00:00:00+00,43.91885,-69.86571,WL,636f318a-0974-40cf-b4cb-0cce0eda0edb
430860.2374,4864557.6892,739,WL036.90,A,30,4.9,0.55,180,25.2,31,163,2017/11/20 00:00:00+00,43.9309,-69.86137,WL,bd1eedce-7293-4448-ae24-e9b4e95254d9
429303.0724,4860282.0152,740,WL037.00,A,30,3.4,0.35,31,10,31,163,2018/05/21 00:00:00+00,43.89226,-69.8802,WL,77e671ae-ae76-42a5-919c-1be3fb598832
428715.8346,4858932.0228,741,WL037.50,R,30,4,0.38,40,12.7,31,163,2018/06/13 00:00:00+00,43.88005,-69.88733,WL,c73ca64a-007f-4cd5-8fe4-cf637ef3da2a
428507.9487,4857682.4004,742,WL038.00,A,30,2.4,0.21,10,4.5,31,163,2018/05/21 00:00:00+00,43.86878,-69.88975,WL,9173ab3f-288b-4f69-a81d-d38acc2db88a
429159.8402,4856492.4325,743,WL040.00,A,30,2.2,0.18,12,3.8,31,163,2018/05/21 00:00:00+00,43.85813,-69.88148,WL,0b9cb05e-c487-424b-9d5b-69ff67b5126f
429025.3428,4857520.2314,744,WL042.10,A,30,2.4,0.24,18.1,4.9,31,163,2018/06/13 00:00:00+00,43.86737,-69.88329,WL,b8407d60-17ed-4c86-a8dc-d14488055344
429924.7761,4858299.3374,745,WL043.10,A,30,2.4,0.25,20,5.2,31,163,2018/05/21 00:00:00+00,43.87447,-69.8722,WL,b8034e12-8342-4f7a-b7b1-71315082f62b
429936.5568,4856749.6739,746,WL044.00,A,30,2.2,0.15,8,3.4,31,163,2018/06/13 00:00:00+00,43.86052,-69.87185,WL,4c65e4fc-a2d7-4420-9ee9-7a95ee1a23c2
430519.4626,4859151.7228,747,WL044.40,A,30,2.4,0.2,10,4.5,31,163,2018/05/21 00:00:00+00,43.8822,-69.86491,WL,2e823eeb-0e23-4930-ae7e-d7374c481e9b
430767.9705,4858944.7432,748,WL046.00,A,30,2.8,0.22,10,5.5,31,163,2018/06/13 00:00:00+00,43.88036,-69.86179,WL,52ff3b2e-8ac8-43c8-a429-677ebc730002
430693.8745,4858465.6592,749,WL046.50,A,30,2.2,0.17,8,3.8,31,163,2018/05/21 00:00:00+00,43.87604,-69.86265,WL,033168d8-a06d-42d7-afeb-fb15ed7ec398
431397.5244,4859144.8137,750,WL047.00,A,30,3,0.27,15,6.8,31,163,2018/05/21 00:00:00+00,43.88222,-69.85398,WL,1deb0d4c-b279-46cc-bdfc-b83438c3ff1f
431586.5797,4858467.5105,751,WL048.00,A,30,3,0.31,27,7.5,31,163,2018/07/11 00:00:00+00,43.87614,-69.85154,WL,cf76ffa2-60c0-46c5-a2dd-c181956559a1
430514.3285,4857969.906,752,WL048.50,A,30,2.2,0.14,6,3.4,31,163,2018/05/21 00:00:00+00,43.87156,-69.86482,WL,0f5340b8-c3d6-4de2-9822-986d7198aa43
430412.0433,4856796.8837,753,WL049.00,A,30,2.2,0.16,7.3,3.6,31,163,2018/06/13 00:00:00+00,43.86099,-69.86594,WL,4367b61b-2895-4e87-96c6-1a8f16cc0ebf
430921.7633,4856581.6283,754,WL050.00,A,30,2.2,0.13,6,3.3,31,163,2018/05/21 00:00:00+00,43.8591,-69.85957,WL,f55733bc-97de-49ff-97ba-7988eda43a0b
430540.4486,4856394.5497,755,WL051.00,A,30,2.2,0.19,14,3.9,31,163,2018/05/21 00:00:00+00,43.85738,-69.86429,WL,67139582-3f97-4585-8ba9-e2059e2f303a
430302.4828,4856312.6222,756,WL052.00,R,30,2.6,0.32,44,6.8,31,163,2018/05/21 00:00:00+00,43.85662,-69.86724,WL,504ba06a-a4c4-4d03-95b8-992f776700a6
430491.8846,4856208.447,757,WL053.00,R,30,2.1,0.15,6,3.3,31,163,2018/05/21 00:00:00+00,43.8557,-69.86487,WL,e7043c18-dfe4-4874-9751-8d5293c47694
430350.0103,4855555.6851,758,WL054.00,A,30,2.1,0.17,14,3.7,31,163,2018/05/21 00:00:00+00,43.84981,-69.86655,WL,97770382-4c7a-4014-ad73-80d12710f801
430238.4345,4853501.9228,759,WL057.00,A,30,2,0.19,22,3.6,31,163,2018/05/21 00:00:00+00,43.83131,-69.86767,WL,fc4c0a9e-c398-4fd5-9258-a7e71b2e3531
430411.3273,4853272.4035,760,WL060.00,A,30,2.1,0.14,6,3.3,31,163,2018/05/21 00:00:00+00,43.82926,-69.86549,WL,6fb4c0ca-45c7-4296-bc6a-d239ec4965a5
431472.1675,4853837.8786,761,WL063.00,R,30,2.1,0.15,10,3.3,31,163,2018/05/21 00:00:00+00,43.83445,-69.85237,WL,8cd7afc3-f79c-4917-9f5e-49fcd9f59ce3
431830.6377,4854059.6803,762,WL066.00,A,30,2.4,0.21,15,4.5,31,163,2018/05/21 00:00:00+00,43.83648,-69.84794,WL,48e4132a-9bbd-4987-98f2-5d0fcebf45c1
432026.6608,4854358.6917,763,WL068.00,A,30,3.1,0.35,22,9.1,31,163,2018/05/21 00:00:00+00,43.83919,-69.84554,WL,00350da7-f3c0-44b5-81cd-e2daae4ef433
431714.1288,4853518.8211,764,WL070.00,A,30,3.1,0.39,96,10.1,31,163,2017/12/18 00:00:00+00,43.8316,-69.84932,WL,8b248702-3bf1-4691-90fa-e26ab594b280
431829.2179,4853136.6476,765,WL071.00,A,30,3.6,0.49,100,15.6,31,163,2017/12/06 00:00:00+00,43.82817,-69.84784,WL,039988f2-36d8-4182-baf1-a65b43842ba0
431280.3559,4851770.498,766,WL073.00,A,30,5,0.55,200,26.3,31,163,2017/12/18 00:00:00+00,43.81582,-69.85449,WL,17f0e572-b7d4-41b8-9632-698c02e149a5
430986.1897,4851092.6426,767,WL075.00,A,30,4.1,0.54,126,20.6,31,163,2017/12/18 00:00:00+00,43.80969,-69.85806,WL,bfefcaf6-5b85-47c9-a1a6-bea8fb10b599
431883.2799,4851347.7633,768,WL076.00,A,30,4.1,0.47,88,16.6,31,163,2017/12/18 00:00:00+00,43.81207,-69.84694,WL,35f31213-8a20-4653-b7de-13dfef510c31
431557.053,4849816.0363,769,WL077.00,A,30,3.7,0.46,54,14.7,31,163,2017/11/29 00:00:00+00,43.79825,-69.8508,WL,fc6a4da8-2e3e-407a-9262-d1b1f28d9e8c
429732.6425,4848318.842,770,WL079.00,A,30,3.2,0.41,46,10.8,31,163,2017/12/18 00:00:00+00,43.7846,-69.87328,WL,a88d9af6-5799-4407-a73d-5068e409921e
430061.1234,4847873.3017,771,WL081.00,P,30,3.8,0.42,48,13.3,31,163,2017/12/18 00:00:00+00,43.78062,-69.86914,WL,a082cf7a-c30f-48f9-8af5-7ae281580979
430490.257,4846579.2184,772,WL085.00,P,30,4.3,0.52,112,20.6,31,163,2017/12/18 00:00:00+00,43.76901,-69.86364,WL,1f64155d-9b2c-47da-9c89-3c380e4e152b
430693.1725,4845811.7935,773,WL087.20,CA,30,5.1,0.69,300,40.2,31,163,2015/09/09 00:00:00+00,43.76212,-69.86102,WL,731dcd32-269f-4931-bc46-a96a48d8ca6e
430412.2698,4844659.5321,774,WL089.00,P,30,3.5,0.51,300,16.6,31,163,2017/12/18 00:00:00+00,43.75172,-69.86436,WL,f89ce6d3-cac4-4dad-b470-51a3cf93a354
431090.7487,4844087.1146,775,WL095.50,P,30,3.8,0.46,76,15.3,31,163,2017/12/18 00:00:00+00,43.74663,-69.85586,WL,70455594-641d-4b89-968e-968c3ac32897
432153.6931,4844961.4867,776,WL096.00,CA,30,2.9,0.33,18.2,7.8,31,163,2018/02/14 00:00:00+00,43.7546,-69.84277,WL,5ff0188b-7ad8-4360-9b1a-67ca0c25cd65
432034.0438,4844044.1149,777,WL097.00,A,30,2.5,0.33,26,6.9,31,163,2017/12/18 00:00:00+00,43.74633,-69.84414,WL,9a71aa88-637e-49b0-a280-157c23e27f11
432213.0947,4843359.1832,778,WL098.00,A,30,3.8,0.43,70,13.6,31,163,2017/12/18 00:00:00+00,43.74018,-69.84183,WL,8cba8aea-2faa-47df-98fc-7fc6d7e608d6
431906.738,4842537.0171,779,WL099.00,A,30,3.4,0.42,70,11.7,31,163,2017/12/18 00:00:00+00,43.73275,-69.84553,WL,8d749840-c4f1-48fd-86fe-7d207c83cab8
432499.1928,4842185.5574,780,WL101.00,CA,30,3.2,0.39,38,10.4,31,163,2018/04/24 00:00:00+00,43.72964,-69.83813,WL,6d916f59-6ccf-4797-87fb-9773fa283ebf
431494.3305,4841199.455,781,WL102.00,A,30,3.2,0.47,126,12.9,31,163,2017/12/18 00:00:00+00,43.72067,-69.85048,WL,5625fea5-d125-4aab-a6e8-211781ecbf04
431584.4204,4840793.1093,782,WL103.00,A,30,2.6,0.35,44,7.7,31,163,2017/12/18 00:00:00+00,43.71702,-69.84931,WL,04265158-ad56-4e3a-ba44-0cc4e8c7b22c
432904.0634,4841597.2251,783,WM001.00,A,30,3.4,0.32,16,8.7,31,163,2017/12/18 00:00:00+00,43.72438,-69.83303,WM,e011f12d-dff5-4928-849e-565bd9b59213
436917.8491,4844735.8939,784,WM003.00,A,30,2.3,0.25,22,5,31,163,2018/06/06 00:00:00+00,43.75299,-69.78357,WM,2ab4614b-72cc-417a-91cc-79d94ab1d4c1
436508.7275,4844808.6415,785,WM004.00,CA,30,3.3,0.32,20,8.8,31,163,2018/06/06 00:00:00+00,43.75361,-69.78866,WM,fcfe6520-121d-4929-87c3-98e4634b8bdb
435994.989,4844130.4492,786,WM004.10,CA,30,3.7,0.38,32,11.7,31,163,2018/06/06 00:00:00+00,43.74746,-69.79496,WM,e5c114c3-f2d6-4b37-9272-21c38447a6f3
435388.1805,4844496.1781,787,WM004.50,CA,30,4.2,0.38,34,13.2,31,163,2018/06/06 00:00:00+00,43.7507,-69.80254,WM,af282243-6fbd-4b70-9cef-be6aac739902
435761.5029,4845303.4108,788,WM004.75,CA,30,4.1,0.42,82,14.7,31,163,2018/10/30 00:00:00+00,43.758,-69.798,WM,aea17ad1-c613-42c1-bfa2-a6920a108763
436561.2806,4846101.0383,789,WM005.00,CA,30,2.5,0.22,13,4.9,31,163,2018/06/06 00:00:00+00,43.76525,-69.78816,WM,f0efa576-93e0-4197-a1c0-b64db42eb9a5
436576.1898,4846737.3491,790,WM006.00,CA,30,3.5,0.35,35,10,31,163,2018/06/06 00:00:00+00,43.77098,-69.78805,WM,1da504a2-ee8d-40bc-bf43-d679d597f43c
436006.2179,4847229.3014,791,WM008.00,CA,30,4.2,0.47,48,17.2,31,163,2018/06/06 00:00:00+00,43.77536,-69.79519,WM,86cb758d-73a6-42e7-9f2b-97d4f4c4f89e
435430.9415,4848327.8224,792,WM009.00,CA,30,5.1,0.51,54,23,31,163,2017/05/15 00:00:00+00,43.7852,-69.80247,WM,a89ca2aa-075b-4a13-82a9-1474b7fb2aff
435502.584,4849161.2983,793,WM009.80,CA,30,5,0.41,28,17.3,31,163,2017/05/15 00:00:00+00,43.79271,-69.80168,WM,41ecc47e-1ef4-4f6e-bef5-c0bb66011bbd
436140.2339,4849455.0549,794,WM012.00,CA,30,4.6,0.42,62,16,31,163,2018/06/06 00:00:00+00,43.79541,-69.79379,WM,9a5cd9d8-687d-4437-b792-e38a428b75b3
434923.0827,4851940.4798,795,WM016.00,CA,30,4.3,0.43,27,15.7,31,163,2018/06/06 00:00:00+00,43.81768,-69.80922,WM,4ce938cd-c6f7-4bf5-945a-986f2839ece3
434575.6264,4853247.9137,796,WM017.20,R,30,6.7,0.56,114,36.4,31,163,2018/08/06 00:00:00+00,43.82942,-69.8137,WM,8c676749-9fe9-41a1-a049-d3f93fa88371
437241.7016,4850566.4335,797,WM019.10,P,30,5.1,0.4,44,16.9,31,163,2018/04/10 00:00:00+00,43.80551,-69.78023,WM,7256da5a-69f4-4c86-a55b-202610b7afd0
